Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Music Matters,Episode 89,50.88,Music,92.02,Saturday,Night,93.34,3,Neutral,26.44673222
Comedy Corner,Episode 71,84.47,Comedy,62.21,Wednesday,Night,84.6,3,Neutral,53.59533716
Tune Time,Episode 3,22.2,Music,44.51,Friday,Morning,55.26,3,Negative,18.58527984
Laugh Line,Episode 33,69.61,Comedy,77.31,Thursday,Evening,78.04,1,Positive,67.06733208
Criminal Minds,Episode 43,28.74,True Crime,88.74,Thursday,Afternoon,61.31,3,Neutral,26.31921512
Money Matters,Episode 54,6.6,Business,48.36,Friday,Morning,48.36,1,Neutral,4.688343154
Crime Chronicles,Episode 33,107.83,True Crime,23.24,Friday,Evening,28.75,3,Negative,70.59166746
Game Day,Episode 78,13.11,Sports,54.25,Tuesday,Night,33.51,1,Negative,8.179092412
Style Guide,Episode 16,70.75,Lifestyle,42.4,Sunday,Evening,93.72,2,Negative,46.54192165
True Crime Stories,Episode 67,53.4,True Crime,90.79,Thursday,Evening,71.08,3,Positive,43.29821617
Learning Lab,Episode 62,91.93,Education,47.45,Sunday,Afternoon,59.27,1,Positive,55.94877282
Learning Lab,Episode 70,48.78,Education,69.55,Monday,Night,24.14,1,Negative,20.18490141
Mind & Body,Episode 19,48.21,Health,24.9,Wednesday,Evening,53.11,0,Positive,42.77123821
Criminal Minds,Episode 32,22.14,True Crime,30.65,Wednesday,Evening,41.5,1,Neutral,7.049568877
Sports Weekly,Episode 46,82.19,Sports,27.27,Thursday,Night,18.43,1,Positive,64.12654143
Melody Mix,Episode 80,51.19,Music,36.72,Saturday,Evening,43.81,1,Neutral,41.46303116
Sports Central,Episode 55,31.11,Sports,31.65,Thursday,Evening,2.53,0,Positive,18.05981334
Mind & Body,Episode 40,95.08,Health,32.09,Saturday,Afternoon,62.2,2,Negative,52.92350918
Brain Boost,Episode 58,96.11,Education,90.89,Wednesday,Afternoon,31.3,1,Neutral,89.48457644
Laugh Line,Episode 92,10.71,Comedy,60.75,Thursday,Morning,91.53,3,Neutral,0
Tech Talks,Episode 50,15.67,Technology,32.91,Monday,Evening,61.16,1,Neutral,15.67
Music Matters,Episode 94,92.86,Music,89.99,Friday,Night,63.59,3,Neutral,42.04547999
Learning Lab,Episode 32,33.25,Education,99.54,Monday,Evening,16.19,2,Neutral,22.81069108
Health Hour,Episode 20,17.14,Health,23.03,Thursday,Morning,98.28,0,Negative,17.14
Mystery Matters,Episode 27,25.28,True Crime,28.09,Thursday,Afternoon,78.2,0,Positive,
Healthy Living,Episode 11,114.63,Health,45.32,Wednesday,Afternoon,56.71,1,Neutral,113.4465073
Fashion Forward,Episode 65,17.77,Lifestyle,39.77,Thursday,Night,,3,Neutral,17.77
Home & Living,Episode 31,15.07,Lifestyle,46.5,Monday,Night,71.42,1,Neutral,8.636009756
Funny Folks,Episode 63,25.81,Comedy,27.79,Tuesday,Morning,30.48,2,Positive,17.30674187
Learning Lab,Episode 49,6.41,Education,28.03,Saturday,Afternoon,85.6,0,Positive,0
Sound Waves,Episode 40,40.98,Music,38.27,Friday,Morning,56.9,3,Negative,36.8300522
Melody Mix,Episode 95,55.63,Music,37.15,Thursday,Evening,46.07,0,Positive,45.8675415
Humor Hub,Episode 90,59.33,Comedy,65.22,Friday,Afternoon,87.34,2,Negative,45.79883412
Daily Digest,Episode 26,112.09,News,80.86,Friday,Evening,39.16,0,Negative,112.09
Game Day,Episode 65,119.3,Sports,21.96,Wednesday,Night,,3,Neutral,72.16412108
Tech Trends,Episode 12,114.39,Technology,70.99,Friday,Morning,74.78,2,Negative,
Melody Mix,Episode 3,74.36,Music,46.16,Sunday,Afternoon,46.64,1,Neutral,65.14271428
Digital Digest,Episode 6,43.55,Technology,78,Sunday,Afternoon,34.59,0,Positive,
Home & Living,Episode 16,6.44,Lifestyle,23.48,Saturday,Afternoon,4.27,0,Positive,6.44
Global News,Episode 53,15.5,News,97.21,Monday,Night,16.58,1,Negative,7.081433826
Digital Digest,Episode 61,82.62,Technology,84.66,Monday,Afternoon,1.18,3,Neutral,75.13217353
Global News,Episode 24,118.99,News,48.07,Saturday,Night,94.06,1,Positive,102.0769179
Style Guide,Episode 85,63.02,Lifestyle,61.59,Tuesday,Afternoon,81.58,3,Neutral,
Brain Boost,Episode 61,25.08,Education,50.47,Thursday,Morning,26.66,1,Neutral,12.38712804
Tech Talks,Episode 75,80.69,Technology,58.8,Sunday,Night,,2,Negative,53.30102073
Sport Spot,Episode 45,26.56,Sports,79.06,Monday,Evening,77.96,0,Neutral,16.45877247
Wellness Wave,Episode 45,87.61,Health,24.94,Tuesday,Morning,56.46,2,Positive,67.32448425
Business Briefs,Episode 78,,Business,83.74,Monday,Evening,74.13,0,Negative,50.39
Daily Digest,Episode 46,68.21,News,58.17,Thursday,Night,76.81,2,Positive,40.26598793
Daily Digest,Episode 7,69.68,News,64.81,Friday,Night,45.52,3,Neutral,52.07283018
Detective Diaries,Episode 26,73.11,True Crime,55.1,Monday,Afternoon,44.23,2,Neutral,48.45447277
True Crime Stories,Episode 90,54.09,True Crime,63.62,Tuesday,Morning,49.11,3,Negative,
Home & Living,Episode 56,96.01,Lifestyle,46.81,Sunday,Night,8.45,3,Neutral,48.04762838
Brain Boost,Episode 20,43.32,Education,67.5,Saturday,Night,77.33,2,Neutral,16.07083066
Mind & Body,Episode 31,73.61,Health,72.93,Sunday,Afternoon,6.99,3,Negative,64.26388727
Mind & Body,Episode 82,42.86,Health,82.26,Saturday,Morning,23.68,0,Positive,42.86
Market Masters,Episode 63,87.44,Business,96.63,Monday,Night,95.84,3,Positive,87.44
Laugh Line,Episode 72,93.35,Comedy,73.78,Monday,Afternoon,34.76,1,Negative,43.86838169
Humor Hub,Episode 42,7.05,Comedy,79.21,Thursday,Afternoon,55.51,1,Positive,7.05
Laugh Line,Episode 84,73.19,Comedy,97.62,Tuesday,Afternoon,,1,Negative,50.02381409
Learning Lab,Episode 2,7.54,Education,98.38,Sunday,Night,81.53,3,Positive,7.54
Healthy Living,Episode 43,37.28,Health,65.97,Monday,Night,86.64,1,Negative,33.47005482
True Crime Stories,Episode 35,25.57,True Crime,59.01,Saturday,Afternoon,85.27,2,Neutral,22.63397554
Humor Hub,Episode 40,29.5,Comedy,22.32,Saturday,Evening,37.46,3,Neutral,24.46339645
Business Briefs,Episode 70,57.15,Business,45.76,Monday,Afternoon,15.99,0,Negative,22.93117446
Detective Diaries,Episode 86,103.84,True Crime,48.31,Monday,Night,80.13,1,Neutral,103.84
Money Matters,Episode 65,104.06,Business,21.01,Saturday,Afternoon,57.79,2,Neutral,71.51424497
Educational Nuggets,Episode 40,99.69,Education,27.72,Monday,Afternoon,66.28,3,Positive,90.42912556
Crime Chronicles,Episode 89,,True Crime,88.08,Tuesday,Afternoon,,3,Neutral,
Fitness First,Episode 25,61.53,Health,58.62,Saturday,Afternoon,24.23,0,Negative,42.26268863
Laugh Line,Episode 9,,Comedy,46.88,Thursday,Night,83.61,2,Neutral,0
Innovators,Episode 73,63.29,Technology,42.41,Sunday,Night,58.96,0,Negative,51.78924992
Game Day,Episode 60,37.97,Sports,91.2,Thursday,Afternoon,3.27,2,Negative,28.32872534
Gadget Geek,Episode 48,,Technology,69.43,Thursday,Evening,41.27,0,Neutral,64.26809197
Style Guide,Episode 42,,Lifestyle,48.58,Friday,Evening,41.38,2,Neutral,7.387978062
Brain Boost,Episode 49,61.3,Education,23.41,Wednesday,Evening,54.32,1,Neutral,
Music Matters,Episode 93,98.4,Music,70.55,Sunday,Afternoon,66.58,2,Positive,81.49457421
Sound Waves,Episode 30,26.31,Music,42.74,Saturday,Evening,43.15,3,Neutral,20.2353027
Music Matters,Episode 64,45.17,Music,54.17,Thursday,Afternoon,23.49,0,Neutral,23.2591645
Health Hour,Episode 27,113.03,Health,37.61,Tuesday,Morning,99.76,1,Neutral,85.49536964
News Roundup,Episode 35,33.05,News,35.8,Wednesday,Night,46.69,2,Negative,13.23107986
Tech Trends,Episode 6,41.31,Technology,76.64,Thursday,Evening,68,3,Positive,22.99314197
Crime Chronicles,Episode 39,70.06,True Crime,22.68,Thursday,Evening,95.6,1,Neutral,
Joke Junction,Episode 98,86.69,Comedy,86.79,Sunday,Night,1.03,1,Negative,77.83368594
Tune Time,Episode 20,71.92,Music,93.22,Wednesday,Afternoon,72.37,2,Positive,69.90974101
Current Affairs,Episode 74,,News,24.01,Thursday,Evening,33.99,3,Neutral,98.0461836
Sports Central,Episode 2,34.07,Sports,61.48,Thursday,Afternoon,,0,Neutral,30.0732134
Daily Digest,Episode 96,63.68,News,30.99,Tuesday,Evening,18.59,3,Neutral,49.23420873
Tech Talks,Episode 29,101.73,Technology,64.95,Monday,Afternoon,27.11,0,Positive,
Market Masters,Episode 61,108.44,Business,30.37,Thursday,Night,30.16,3,Positive,86.81776778
Business Insights,Episode 74,74.72,Business,82.91,Saturday,Evening,72.07,3,Neutral,46.72062065
Crime Chronicles,Episode 93,81.21,True Crime,77.23,Wednesday,Afternoon,17.97,1,Negative,73.08134971
Learning Lab,Episode 63,48.51,Education,42.67,Sunday,Night,,2,Positive,28.68640554
Tech Trends,Episode 55,78.51,Technology,75.62,Saturday,Morning,35.59,1,Neutral,
News Roundup,Episode 5,81.28,News,56.41,Monday,Afternoon,,1,Negative,70.56497463
Market Masters,Episode 37,48.1,Business,79.16,Saturday,Evening,97.12,0,Negative,23.82838285
Style Guide,Episode 28,79.24,Lifestyle,91.46,Monday,Night,26.45,2,Negative,67.80033289
Business Insights,Episode 50,94.79,Business,28.89,Monday,Evening,79.07,0,Negative,51.89869924
Crime Chronicles,Episode 84,105.11,True Crime,49.9,Saturday,Morning,34.18,2,Neutral,83.0398721
Funny Folks,Episode 23,112.08,Comedy,57.36,Friday,Night,36.99,1,Positive,102.1492435
Sport Spot,Episode 1,76.64,Sports,41.26,Tuesday,Evening,55.1,3,Positive,54.9520151
Criminal Minds,Episode 51,53.98,True Crime,26.8,Saturday,Night,16.23,3,Positive,36.19131563
Mind & Body,Episode 56,58.05,Health,97.21,Wednesday,Morning,22.91,2,Positive,45.25327242
Laugh Line,Episode 17,23.61,Comedy,37.33,Wednesday,Evening,96.92,3,Negative,23.61
Study Sessions,Episode 66,72.95,Education,29.75,Tuesday,Night,35.32,3,Neutral,34.2740851
Detective Diaries,Episode 99,,True Crime,83.82,Thursday,Night,22.01,3,Neutral,11.20647924
Funny Folks,Episode 20,17.56,Comedy,64.6,Wednesday,Night,4.72,0,Positive,9.393329642
Daily Digest,Episode 58,72.82,News,25.62,Thursday,Morning,9.14,0,Positive,67.00729463
Learning Lab,Episode 98,9.96,Education,42.6,Thursday,Night,53.84,2,Negative,
Joke Junction,Episode 31,63.76,Comedy,62.44,Friday,Night,80.87,2,Positive,48.37650289
Healthy Living,Episode 33,111.58,Health,21.16,Tuesday,Morning,19.24,3,Neutral,63.77026944
Comedy Corner,Episode 10,14.65,Comedy,94.85,Tuesday,Morning,65.13,0,Neutral,
Brain Boost,Episode 60,37.96,Education,36.2,Tuesday,Morning,65.05,0,Positive,34.27856111
Humor Hub,Episode 76,102.96,Comedy,84.79,Sunday,Afternoon,2.76,0,Neutral,
True Crime Stories,Episode 35,18.44,True Crime,82.13,Saturday,Night,82.34,1,Positive,7.646421527
Business Briefs,Episode 18,84.66,Business,51.63,Wednesday,Night,19.85,3,Negative,66.81957256
Criminal Minds,Episode 51,,True Crime,20.85,Sunday,Night,,2,Negative,35.89153141
Current Affairs,Episode 17,68.19,News,89.59,Monday,Afternoon,25.18,2,Neutral,59.21011518
Athlete's Arena,Episode 94,19.38,Sports,25.56,Thursday,Morning,42.06,2,Positive,15.10922676
Business Briefs,Episode 19,70.66,Business,35.8,Monday,Morning,99.18,1,Positive,43.95600277
Finance Focus,Episode 73,66.2,Business,98.22,Sunday,Afternoon,85.72,1,Positive,
Criminal Minds,Episode 40,,True Crime,39.56,Wednesday,Afternoon,69.79,0,Positive,9.14
Gadget Geek,Episode 96,42.79,Technology,51.04,Tuesday,Evening,36.66,3,Negative,17.68678788
Sound Waves,Episode 6,119.84,Music,40.06,Friday,Evening,76.22,3,Neutral,94.44552377
Innovators,Episode 41,94.4,Technology,39.88,Tuesday,Afternoon,,0,Negative,84.79501266
Health Hour,Episode 80,11.96,Health,35.96,Friday,Night,56.42,3,Negative,6.747916859
Wellness Wave,Episode 80,93.67,Health,85.14,Sunday,Morning,2.27,3,Neutral,73.23235695
Money Matters,Episode 18,77.36,Business,79.36,Wednesday,Evening,93.05,2,Neutral,42.35607419
Joke Junction,Episode 86,101.89,Comedy,20.5,Monday,Morning,69.36,2,Neutral,
News Roundup,Episode 100,,News,20.31,Friday,Morning,37.89,2,Neutral,
True Crime Stories,Episode 2,67.73,True Crime,21.19,Friday,Afternoon,26.6,1,Positive,52.96240645
Detective Diaries,Episode 29,6.57,True Crime,96.12,Thursday,Morning,43.03,3,Neutral,
Game Day,Episode 12,86.42,Sports,45.92,Tuesday,Afternoon,74.28,0,Negative,44.44480445
Market Masters,Episode 87,118.09,Business,89.67,Wednesday,Afternoon,47.12,1,Positive,
Global News,Episode 36,58.67,News,38.01,Friday,Night,66.43,1,Negative,42.0843077
Joke Junction,Episode 14,9.7,Comedy,86.36,Sunday,Night,64.29,2,Negative,0
Sports Weekly,Episode 92,80.8,Sports,34.27,Thursday,Night,93.71,3,Positive,68.65370553
Athlete's Arena,Episode 33,79.46,Sports,85.85,Monday,Morning,68.83,3,Negative,70.78641621
Brain Boost,Episode 14,85.04,Education,54.6,Tuesday,Evening,27.39,0,Negative,42.67628431
Health Hour,Episode 30,26.71,Health,45.56,Friday,Evening,60.21,3,Negative,17.60843509
Game Day,Episode 83,13.77,Sports,26.35,Friday,Morning,66.68,0,Negative,10.99822461
World Watch,Episode 58,14.06,News,21.45,Sunday,Morning,11.58,2,Negative,13.14577626
Study Sessions,Episode 97,47.46,Education,45.01,Saturday,Afternoon,42.47,3,Neutral,26.44958175
Laugh Line,Episode 10,13.8,Comedy,29.33,Wednesday,Night,87.77,3,Negative,8.216346808
Business Insights,Episode 30,38.8,Business,44.18,Wednesday,Morning,34.28,2,Neutral,38.8
Crime Chronicles,Episode 72,102.98,True Crime,26.93,Friday,Afternoon,98.96,2,Neutral,54.73757555
Lifestyle Lounge,Episode 79,94.59,Lifestyle,47.21,Thursday,Night,20.43,1,Positive,69.53712709
Melody Mix,Episode 49,,Music,40.08,Wednesday,Night,46.59,0,Negative,71.02496206
Sound Waves,Episode 40,56.51,Music,63.38,Monday,Morning,,0,Neutral,43.87139548
Athlete's Arena,Episode 33,68.03,Sports,30.08,Wednesday,Night,7.22,0,Positive,45.03226323
Business Insights,Episode 5,70.88,Business,32.2,Friday,Morning,78.84,2,Negative,60.81733752
World Watch,Episode 33,91.75,News,44.88,Wednesday,Evening,33.13,0,Positive,63.12550891
Joke Junction,Episode 74,56.23,Comedy,77.3,Wednesday,Night,65.83,0,Negative,54.8295678
Sports Weekly,Episode 45,55.56,Sports,27.63,Wednesday,Night,70.99,2,Positive,
Money Matters,Episode 1,61.4,Business,91.47,Tuesday,Afternoon,84.1,3,Neutral,32.84639642
Digital Digest,Episode 51,72.59,Technology,58.69,Saturday,Evening,32.71,1,Negative,51.47080853
Crime Chronicles,Episode 22,53.59,True Crime,64.55,Monday,Evening,95.09,2,Neutral,39.21893344
Sound Waves,Episode 61,66.41,Music,82.89,Sunday,Afternoon,5.71,1,Negative,50.47714381
Gadget Geek,Episode 37,6,Technology,85.11,Saturday,Afternoon,40.17,1,Negative,6
Daily Digest,Episode 10,66.51,News,73.18,Friday,Morning,13.9,2,Neutral,30.32979165
Educational Nuggets,Episode 21,86.47,Education,77.42,Friday,Night,97.4,3,Negative,57.18343965
Business Insights,Episode 54,85.5,Business,49.59,Monday,Morning,36.97,2,Neutral,41.79149783
Home & Living,Episode 39,26.12,Lifestyle,64.92,Friday,Afternoon,3.6,1,Positive,10.61960081
Mystery Matters,Episode 34,97.53,True Crime,86.76,Sunday,Night,67.56,0,Negative,97.53
Home & Living,Episode 27,8.93,Lifestyle,80.64,Friday,Evening,73.69,0,Negative,1.64574397
Daily Digest,Episode 95,32.15,News,78.35,Wednesday,Morning,59.87,0,Negative,26.16793808
Gadget Geek,Episode 3,54.18,Technology,63.63,Monday,Night,90.18,3,Neutral,41.52040412
Sport Spot,Episode 49,43.19,Sports,36.16,Saturday,Morning,,3,Positive,32.28370843
Business Briefs,Episode 60,90.99,Business,77.86,Thursday,Morning,84.39,2,Neutral,77.2767214
Sound Waves,Episode 36,7.84,Music,72.09,Sunday,Evening,29.27,3,Positive,7.84
Healthy Living,Episode 25,,Health,75.52,Wednesday,Afternoon,,3,Positive,29.90367496
Educational Nuggets,Episode 66,87.17,Education,32.9,Sunday,Afternoon,94.57,3,Positive,
News Roundup,Episode 15,51.14,News,87.64,Monday,Evening,,0,Negative,49.98042286
Criminal Minds,Episode 25,90.75,True Crime,80.91,Thursday,Evening,95.84,1,Negative,83.51622167
Mystery Matters,Episode 23,60.71,True Crime,52.95,Saturday,Afternoon,,2,Neutral,42.3170846
Criminal Minds,Episode 17,35.18,True Crime,96.99,Tuesday,Night,98.63,1,Negative,22.99713041
Tech Talks,Episode 55,87.75,Technology,38.29,Monday,Night,13.74,2,Positive,40.98208597
Finance Focus,Episode 40,29.77,Business,32.85,Thursday,Evening,,1,Neutral,19.58075634
Joke Junction,Episode 68,27.79,Comedy,25.37,Monday,Afternoon,23.45,0,Negative,20.61714052
Comedy Corner,Episode 48,61.58,Comedy,28.03,Thursday,Afternoon,3.62,3,Neutral,43.3139424
Melody Mix,Episode 90,6.6,Music,91.85,Thursday,Evening,68.81,3,Negative,6.6
Tech Trends,Episode 97,109.36,Technology,87.08,Friday,Morning,30.91,1,Neutral,106.1202431
Life Lessons,Episode 80,70.87,Lifestyle,96.82,Sunday,Night,11.78,0,Neutral,35.75891373
Home & Living,Episode 52,77.57,Lifestyle,26.28,Sunday,Evening,,1,Negative,67.02749114
Digital Digest,Episode 55,117.62,Technology,22.57,Thursday,Evening,36.27,1,Negative,59.41892098
Joke Junction,Episode 37,85.8,Comedy,66.7,Wednesday,Afternoon,43.29,3,Negative,60.02112978
Fashion Forward,Episode 26,115.78,Lifestyle,52.17,Sunday,Afternoon,82.65,1,Negative,61.22746599
Mystery Matters,Episode 77,77.19,True Crime,63.84,Thursday,Evening,83.37,1,Negative,77.19
Brain Boost,Episode 30,59.8,Education,84.03,Friday,Night,63.45,3,Negative,38.25433224
Innovators,Episode 89,96.02,Technology,86.88,Sunday,Night,85.04,0,Negative,60.42057538
Money Matters,Episode 27,18.37,Business,82.87,Tuesday,Morning,33.73,0,Negative,
Game Day,Episode 57,100.14,Sports,24.01,Saturday,Night,24.96,3,Negative,68.22282384
Fashion Forward,Episode 51,50.24,Lifestyle,39.78,Thursday,Afternoon,22.23,3,Negative,
Comedy Corner,Episode 20,77.16,Comedy,68.4,Sunday,Night,22.33,3,Positive,
Music Matters,Episode 68,79.37,Music,89.57,Thursday,Night,23.3,2,Negative,46.39771968
Tech Talks,Episode 53,115.86,Technology,33.88,Tuesday,Night,,2,Positive,
Study Sessions,Episode 31,116.06,Education,34.94,Wednesday,Night,71.09,3,Positive,
Athlete's Arena,Episode 4,15.79,Sports,51.64,Tuesday,Night,56.72,1,Neutral,4.727791788
Music Matters,Episode 10,62.2,Music,85.82,Sunday,Morning,38.81,0,Positive,40.05056071
Mind & Body,Episode 48,119.5,Health,32.84,Tuesday,Evening,,3,Neutral,
Lifestyle Lounge,Episode 56,88.36,Lifestyle,36.16,Thursday,Night,51.36,2,Positive,64.92056245
Money Matters,Episode 23,43.34,Business,59.42,Saturday,Night,6.61,3,Negative,24.27063435
Business Briefs,Episode 69,,Business,71.83,Tuesday,Night,87.04,3,Negative,10.93711523
Daily Digest,Episode 33,39.3,News,24.73,Sunday,Morning,89.55,3,Negative,12.27899356
Sports Weekly,Episode 8,62.61,Sports,70.06,Friday,Morning,86.36,2,Negative,
Learning Lab,Episode 53,36.06,Education,53.05,Thursday,Morning,14.41,2,Negative,20.56005029
Tech Trends,Episode 67,,Technology,42.17,Tuesday,Night,13.96,0,Neutral,76.48871477
Music Matters,Episode 32,117.54,Music,28,Monday,Evening,11.88,3,Neutral,86.73740495
Sound Waves,Episode 20,107.8,Music,31.44,Sunday,Morning,74.98,1,Positive,97.7285677
Sport Spot,Episode 64,34.96,Sports,56.42,Saturday,Afternoon,95.11,1,Negative,21.03310039
Money Matters,Episode 60,28.5,Business,75.7,Wednesday,Afternoon,25.51,0,Negative,28.5
Business Briefs,Episode 18,,Business,95.64,Friday,Morning,47.87,3,Positive,39.56
Global News,Episode 95,74.05,News,64.5,Monday,Night,89.95,1,Negative,70.84442268
Current Affairs,Episode 33,113.96,News,41.65,Monday,Afternoon,80.93,1,Neutral,99.61032476
Digital Digest,Episode 93,13.76,Technology,79.98,Saturday,Night,,2,Neutral,6.206571366
Sports Central,Episode 49,20.11,Sports,27.32,Friday,Afternoon,79.86,0,Negative,20.11
Criminal Minds,Episode 61,104.18,True Crime,46.26,Tuesday,Afternoon,75.39,2,Positive,78.35278405
Joke Junction,Episode 3,,Comedy,90.87,Wednesday,Afternoon,91.71,1,Neutral,65.40721769
Market Masters,Episode 6,,Business,36.12,Saturday,Morning,0.07,2,Positive,116.0068231
Tune Time,Episode 99,79.95,Music,53.94,Thursday,Afternoon,5.12,1,Positive,67.85922825
Daily Digest,Episode 89,33.61,News,58.18,Tuesday,Afternoon,38.66,0,Positive,27.31047082
Mind & Body,Episode 13,10.15,Health,56.72,Saturday,Morning,41.96,1,Negative,
Current Affairs,Episode 86,61.22,News,39.07,Tuesday,Afternoon,24.66,0,Negative,34.94908562
Music Matters,Episode 57,,Music,33.03,Friday,Afternoon,,0,Neutral,49.78208098
Funny Folks,Episode 51,99.11,Comedy,40.88,Tuesday,Night,81.22,3,Positive,53.09752901
Business Insights,Episode 56,82.78,Business,67.82,Tuesday,Afternoon,79.71,3,Neutral,56.70674882
Funny Folks,Episode 21,14.06,Comedy,91.7,Wednesday,Morning,62.24,1,Negative,7.867941536
Health Hour,Episode 87,111.15,Health,76.75,Friday,Evening,10.01,1,Negative,93.35949022
Tune Time,Episode 68,85.71,Music,39.44,Wednesday,Evening,58.59,3,Positive,62.56807637
Style Guide,Episode 63,55.37,Lifestyle,99.26,Sunday,Evening,,0,Neutral,43.6863983
Fashion Forward,Episode 89,,Lifestyle,74.33,Thursday,Afternoon,41.6,0,Negative,8.592051615
Style Guide,Episode 34,,Lifestyle,31.24,Thursday,Evening,47.83,2,Negative,
Tune Time,Episode 72,53.09,Music,55.86,Tuesday,Night,,2,Neutral,
Wellness Wave,Episode 28,39.65,Health,66.94,Friday,Afternoon,10.16,1,Neutral,26.08018105
Daily Digest,Episode 99,74.66,News,81.59,Wednesday,Afternoon,48.51,0,Neutral,47.39476731
Global News,Episode 78,69.49,News,33.59,Monday,Evening,91.62,0,Neutral,61.98208119
Gadget Geek,Episode 55,45.9,Technology,96.19,Monday,Night,43.34,2,Neutral,39.22552528
Fitness First,Episode 19,77.84,Health,53.49,Friday,Night,68.82,3,Neutral,43.32073071
Mind & Body,Episode 19,83.51,Health,67.98,Tuesday,Night,77.91,3,Positive,65.60659647
Fashion Forward,Episode 5,105.16,Lifestyle,74.98,Thursday,Afternoon,61.8,2,Positive,78.57868425
Sound Waves,Episode 14,77.78,Music,82.87,Sunday,Night,19.58,0,Negative,39.41148131
Wellness Wave,Episode 29,42.29,Health,24.15,Friday,Afternoon,,1,Negative,30.32888278
Learning Lab,Episode 37,29.35,Education,77.9,Monday,Evening,69.12,3,Negative,14.18447576
Fashion Forward,Episode 99,47.74,Lifestyle,98.02,Tuesday,Afternoon,25.38,2,Negative,35.12332321
World Watch,Episode 58,17.34,News,88.5,Friday,Evening,65.39,0,Positive,7.322752789
Daily Digest,Episode 48,37.56,News,82.36,Saturday,Morning,49.12,3,Neutral,23.0199405
Music Matters,Episode 71,11.36,Music,24.57,Monday,Morning,30.52,1,Positive,11.36
Laugh Line,Episode 5,53.98,Comedy,39.46,Thursday,Afternoon,59.17,0,Positive,30.87520085
Melody Mix,Episode 48,70.28,Music,23.34,Wednesday,Morning,30.2,3,Neutral,41.87818448
Home & Living,Episode 18,78.4,Lifestyle,92.93,Wednesday,Evening,14.01,3,Negative,
Sports Central,Episode 41,89.79,Sports,75.59,Thursday,Night,32.54,2,Negative,48.10013076
Sound Waves,Episode 93,23.08,Music,66.65,Friday,Night,98.88,3,Negative,16.75060106
World Watch,Episode 17,,News,81.38,Saturday,Afternoon,45.43,0,Negative,68.66341497
Current Affairs,Episode 3,28.13,News,24.37,Saturday,Evening,83.35,3,Negative,28.13
Detective Diaries,Episode 90,75.51,True Crime,46.79,Wednesday,Evening,70.99,2,Neutral,47.05684952
Innovators,Episode 35,103.19,Technology,90.19,Friday,Evening,,3,Neutral,79.85907106
Game Day,Episode 75,,Sports,50.21,Friday,Morning,25.32,3,Negative,45.72584237
Tune Time,Episode 33,78.5,Music,45.35,Monday,Afternoon,57.62,1,Positive,47.17762373
True Crime Stories,Episode 93,39.48,True Crime,68.11,Monday,Morning,54.73,2,Neutral,22.39699776
Tech Trends,Episode 19,70.33,Technology,72.44,Friday,Afternoon,22.61,3,Negative,67.25438632
Innovators,Episode 19,28.65,Technology,32.23,Tuesday,Evening,47.67,1,Neutral,13.67408314
Digital Digest,Episode 40,117.03,Technology,54.23,Monday,Evening,22.93,0,Neutral,70.63649605
Brain Boost,Episode 75,20.74,Education,60.61,Saturday,Afternoon,45.35,3,Negative,
Finance Focus,Episode 72,71.28,Business,65.1,Saturday,Evening,80.96,0,Positive,60.90875732
Sport Spot,Episode 59,116.19,Sports,73.92,Friday,Night,76.87,2,Neutral,98.6212391
Learning Lab,Episode 16,80.98,Education,35.06,Wednesday,Night,9.95,2,Neutral,64.29397463
Mind & Body,Episode 26,25.46,Health,59.51,Thursday,Night,68.26,3,Neutral,
Home & Living,Episode 93,84.16,Lifestyle,32.67,Friday,Afternoon,68.48,0,Neutral,55.95134354
Business Briefs,Episode 10,42.08,Business,25.45,Sunday,Morning,74.9,2,Positive,30.82180763
Finance Focus,Episode 37,52.48,Business,66.96,Friday,Morning,55.38,0,Negative,39.564613
Daily Digest,Episode 28,9.86,News,91.38,Thursday,Afternoon,26.65,0,Negative,
Humor Hub,Episode 38,118.51,Comedy,34.86,Wednesday,Evening,85.21,2,Neutral,98.25087366
Sport Spot,Episode 7,36.03,Sports,33.82,Sunday,Night,37.7,1,Positive,24.46540795
Tech Trends,Episode 46,92.73,Technology,57.53,Sunday,Morning,45.89,2,Neutral,58.89888606
Laugh Line,Episode 78,12.24,Comedy,25.99,Sunday,Evening,27,0,Positive,11.7362986
Game Day,Episode 24,16.59,Sports,60.39,Saturday,Evening,96.91,1,Negative,14.29054885
Sports Weekly,Episode 3,69.3,Sports,24.55,Friday,Night,5.62,2,Negative,28.42132688
Innovators,Episode 74,115.73,Technology,31.57,Sunday,Evening,49,3,Negative,95.84799129
Lifestyle Lounge,Episode 36,29.78,Lifestyle,40.57,Sunday,Evening,17.28,1,Positive,13.74570292
Tech Talks,Episode 52,,Technology,33.06,Wednesday,Afternoon,24.92,0,Negative,
Mystery Matters,Episode 44,10.28,True Crime,97.18,Thursday,Morning,8.28,0,Positive,3.540514306
Sport Spot,Episode 24,54.64,Sports,31.56,Thursday,Evening,52.61,2,Neutral,31.06679849
Laugh Line,Episode 85,116.87,Comedy,33.84,Tuesday,Morning,26.9,1,Negative,77.05188756
